employee_length,loan_amnt,term,int_rate,installment,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,default
37086,20000,36,17.58,718.84,0,101004,-1,-8,16.93,1,0,6,0,18606,67.5,9,0
37087,20000,36,11.89,663.28,-3,44600,-2,-8,17.33,0,1,12,0,22828,21.4,30,0
37088,7000,36,13.79,238.53,0,27000,-1,0,21.91,0,0,9,0,7494,94.9,19,0
37089,25000,36,15.37,871.16,0,89900,-2,-5,22.59,0,1,17,0,30523,77.7,29,0
37090,17400,36,13.47,590.26,-3,107000,0,0,13.38,0,0,13,0,35598,57.9,41,0
37091,12000,36,13.47,407.08,-3,68000,0,0,21.9,0,2,7,0,43863,63.7,28,0
37092,5000,36,13.47,169.62,0,80004,0,-12,3.67,1,0,4,0,3048,33.9,18,0
37093,5000,36,14.42,171.92,0,107028,-2,-5,1.96,0,0,5,0,4233,46,7,1
37094,2000,36,9.32,63.9,-3,64000,0,-5,12.04,0,0,7,0,0,0,15,0
37095,15000,36,13.16,506.56,0,73500,0,-7,18.87,0,2,22,0,49542,54.6,55,0
37096,19750,36,14.11,676.02,-3,65000,0,0,18.85,0,1,8,0,11667,33.1,24,1
37097,7000,36,9.63,224.66,-3,92004,-1,-6,8.05,1,0,5,0,962,4.6,32,0
37098,12250,36,13.16,413.69,0,24000,0,-5,11.35,0,1,6,0,4850,53.9,11,1
37099,6700,36,9.63,215.04,-2,13500,0,-4,6.4,0,0,4,0,35,1.7,5,0
37100,10000,36,12.21,333.15,0,21000,0,-8,8.46,0,1,10,0,6711,53.3,14,0
37101,15000,36,13.79,511.14,-4,58000,-1,-7,11.07,0,2,8,0,15166,94.8,13,0
37102,1600,36,14.42,55.02,-3,25700,-1,-6,12.98,0,0,9,1,0,0,14,0
37103,5600,36,12.53,187.42,-3,35000,0,-4,14.43,0,1,8,0,15341,40.2,41,1
37104,5000,36,12.84,168.09,0,30000,-2,-8,2.6,0,1,4,0,724,2.8,5,0
37105,24000,36,13.47,814.15,-3,100000,-2,-5,7.25,0,3,5,0,5,0.2,10,0
37106,5500,36,15.05,190.81,0,43004,0,-3,12.7,1,2,12,0,1953,57.4,24,0
37107,2000,36,13.47,67.85,0,19632,0,-8,16.32,0,1,4,0,6191,72,7,0
37108,8400,36,13.47,284.95,0,62000,0,0,13.53,0,3,9,0,9631,74.7,25,0
37109,4500,36,15.05,156.12,-3,82000,-2,-4,11.56,2,1,6,1,0,0,13,0
37110,7200,36,13.47,244.25,0,88500,-2,0,12.83,0,1,15,0,28767,74.9,35,0
37111,10000,36,15.05,346.92,0,47004,0,-4,20.19,0,2,3,0,0,0,31,0
37112,9500,36,11.26,312.21,0,72000,-1,-3,3.73,0,7,5,0,700,14.6,25,0
37113,9000,36,13.16,303.94,-3,40000,0,-3,9.66,0,1,3,1,1813,27.1,15,0
37114,1500,36,14.42,51.58,0,75764,-2,-3,11.4,0,0,4,0,457,18,13,0
37115,8500,36,15.05,294.88,-2,22000,0,0,13.75,0,1,9,0,11131,57.7,10,1
37116,20000,36,12.21,666.3,-3,120000,-2,-5,8.22,0,0,17,0,3606,4.5,35,0
37117,7500,36,15.05,260.19,-3,234600,-1,-8,15.01,0,0,21,0,82153,88.1,45,0
37118,5000,36,12.53,167.34,-3,105000,0,-5,23.9,0,0,12,0,70432,89.3,24,0
37119,6000,36,9.32,191.69,-3,57000,0,-12,11.56,0,5,14,0,14650,24.5,25,0
37120,6000,36,9.32,191.69,-3,67000,0,-7,19.45,0,2,11,0,42518,68.9,32,0
37121,3500,36,14.74,120.88,-3,97992,0,-8,19.94,0,3,20,0,36162,89.5,43,1
37122,16000,36,13.47,542.77,-3,210000,-2,-6,14.93,0,1,12,0,46392,81.1,26,0
37123,12000,36,14.11,410.75,0,62204,-2,0,22.03,0,0,18,0,4532,32.4,22,0
37124,16000,36,9.63,513.51,-3,120000,0,-5,2.5,0,1,11,0,8823,7.4,19,0
37125,20000,36,12.21,666.3,0,51500,-1,-3,3.1,0,0,8,0,99,0.4,12,0
37126,10000,36,13.79,340.76,0,34500,0,-7,14.71,0,0,8,0,8316,52.6,9,0
37127,10000,36,16.95,356.27,0,60000,-2,-5,11.18,0,1,19,0,6070,88,36,0
37128,3000,36,6,91.27,0,17916,0,-13,5.69,0,0,6,0,859,10.7,6,0
37129,13750,36,15.05,477.01,0,30000,0,-5,17.96,0,3,11,0,5269,15.1,12,1
37130,20000,36,14.74,690.74,0,45000,-2,-8,9.31,0,0,10,0,1483,4.2,24,0
37131,11500,36,13.79,391.87,-3,45900,0,0,10.3,3,0,5,0,11361,35.3,17,0
37132,3250,36,15.68,113.76,-3,12000,0,-13,11.8,0,0,4,0,3352,79.8,5,1
37133,12000,36,12.21,399.78,0,60000,-1,-7,16.16,0,2,5,0,24904,66.4,15,0
37134,13450,36,16.32,474.97,0,87805,-2,0,18.64,1,0,13,0,6021,57.9,25,0
37135,20000,36,14.42,687.66,0,72000,-2,0,23.25,0,3,13,0,18789,52,22,0
37136,15000,36,12.84,504.27,0,65000,0,-7,6.65,0,0,10,0,27201,57.4,18,0
37137,25000,36,17.26,894.61,-3,265000,-1,0,12.76,0,0,12,0,35172,95.3,48,1
37138,2500,36,12.84,84.05,-3,43000,0,0,8.76,0,1,11,0,1580,14,23,0
37139,20000,36,12.84,672.36,-3,87988.32,-1,-8,1.95,0,1,4,0,45210,3.8,8,0
37140,20000,36,15.05,693.83,-4,79404,-2,0,15.32,0,3,18,0,18636,81.1,33,0
37141,5000,36,9.32,159.74,-3,25000,-1,-6,3.89,0,2,4,0,3901,10.6,15,0
37142,12000,36,7.68,374.29,-3,69996,-2,-3,12.62,0,2,9,0,16810,32.3,35,1
37143,8000,36,7.37,248.37,-3,65004,-1,-3,2.77,0,1,8,0,31939,53.2,31,1
37144,3000,36,15.37,104.54,0,60000,0,-2,1,0,1,4,0,1048,31.8,6,1
37145,5000,36,8,156.69,0,55000,0,-8,9.05,0,0,14,0,1012,10.1,18,0
37146,20000,36,14.42,687.66,-3,259000,0,-4,16.97,0,2,14,0,58981,84.9,47,0
37147,2000,36,9.32,63.9,0,56496,0,-4,5.71,0,2,4,0,21,0.4,13,0
37148,10000,36,9.63,320.95,0,40000,-1,0,12.81,0,2,12,0,7108,18.3,19,0
37149,4000,36,8,125.35,-3,69996,-2,-6,8.78,0,0,10,0,3008,8.7,14,0
37150,15000,36,12.21,499.73,-3,103363,0,-5,8.57,0,0,7,0,11700,42.5,33,0
37151,8000,36,13.79,272.61,-2,21000,-2,-4,11.43,0,2,7,0,5142,46.3,8,0
37152,8400,36,8,263.23,-3,70000,-2,-10,3.05,0,0,10,0,1506,6.6,18,0
37153,10000,36,9.63,320.95,-3,50280,-2,0,13.77,0,1,6,1,1251,5.5,14,0
37154,12000,36,13.47,407.08,-3,25568,-1,0,9.2,0,1,10,0,11377,94.8,17,1
37155,10000,36,14.11,342.29,-3,160000,-2,-11,9.27,1,0,15,0,10843,68.6,25,1
37156,16500,36,9.32,527.13,0,63504,-2,-3,8.35,0,0,8,0,41921,85.2,30,1
37157,6800,36,14.11,232.76,0,37500,0,-5,10.3,1,2,5,0,1356,17.4,11,0
37158,12000,36,9.63,385.14,0,55032,0,-7,21.17,0,1,15,0,25133,38.8,25,0
37159,9400,36,16.32,331.95,0,50000,0,-2,1.46,0,1,3,0,4700,51.6,5,0
37160,12000,36,13.47,407.08,0,60000,0,0,15.12,0,1,13,0,12540,54.3,15,0
37161,6000,36,11.89,198.99,0,66000,0,-8,21.07,0,0,15,0,18136,44.7,32,0
37162,5500,36,8,172.35,-3,81000,0,-8,9.87,0,0,5,0,4590,14.7,19,0
37163,7750,36,12.21,258.2,-3,41700,0,-7,17.78,0,0,6,0,14610,76.9,13,1
37164,7000,36,13.47,237.46,0,37120,-1,0,14.71,0,0,5,0,3915,93.2,8,0
37165,11500,36,16,404.31,0,34928.12,-1,0,21.09,0,1,12,0,22416,67,15,0
37166,16000,36,12.84,537.89,0,41900,-2,0,10.37,0,0,11,0,16016,84.7,20,0
37167,1925,36,12.84,64.72,-3,15000,0,-8,10.48,0,1,5,0,653,3.7,6,0
37168,19000,36,12.21,632.99,-3,105000,0,-5,15.51,0,1,13,0,49836,42.1,26,0
37169,25000,36,13.16,844.26,-3,125000,-2,-7,8.24,0,1,13,0,14323,50.3,46,1
37170,7500,36,15.37,261.35,0,35004,-1,0,24.61,0,1,6,0,1685,38.3,6,0
37171,7000,36,15.68,245.02,0,25200,-2,-1,5.57,0,2,12,0,4748,53.3,15,0
37172,15000,36,16.32,529.71,0,65000,0,-8,16.39,0,2,5,0,7467,48.8,24,0
37173,10000,36,7.68,311.91,0,24000,0,-3,0,0,1,5,0,400,6.7,9,0
37174,5000,36,13.16,168.86,0,33000,0,0,14,0,0,12,1,4536,33.1,15,0
37175,8000,36,14.74,276.3,-2,45000,0,0,24.08,0,1,9,1,8441,66.5,16,0
37176,5500,36,8,172.35,-2,32004,0,0,19.2,0,0,7,0,6860,29.4,12,0
37177,7000,36,16.32,247.2,0,55000,-1,0,3.99,1,1,5,0,4747,93.1,10,0
37178,10000,36,9.63,320.95,0,37965.24,-2,0,15.05,0,0,9,0,1571,11.9,10,0
37179,7000,36,15.68,245.02,0,46000,0,0,20.87,0,0,5,0,5546,97.3,8,0
37180,11200,36,14.74,386.82,0,63800,-2,-2,16.21,0,0,5,0,10673,93.6,19,0
37181,24000,36,12.84,806.83,0,75000,-2,-5,18.51,0,0,22,0,7815,6.1,36,0
37182,15000,36,8,470.05,0,70500,0,-3,17.11,0,1,13,0,8952,22.3,16,0
37183,3200,36,8,100.28,0,44000,-2,-5,17.92,0,0,9,0,849,10.7,17,0
37184,10725,36,13.16,362.19,0,55000,0,-7,12.09,0,2,17,0,20854,49.3,27,0
37185,3500,36,12.53,117.14,0,35000,0,-7,13.39,0,1,14,0,7730,33.6,20,0
37186,18000,36,12.21,599.67,0,52526,0,0,13.36,0,0,6,0,17064,56.7,25,0
37187,12000,36,15.05,416.3,0,29000,0,-5,2.48,0,2,6,2,4770,52.4,15,0
37188,5000,36,9.63,160.48,0,76344,0,-10,8.63,0,1,8,0,2602,51,48,0
37189,12000,36,13.16,405.25,0,55000,0,-4,13.16,0,2,10,0,9030,37.5,17,0
37190,15000,36,15.68,525.03,-3,113000,0,0,13.12,0,0,29,0,50910,32.6,65,0
37191,20000,36,12.53,669.33,0,68000,0,0,18.23,0,2,13,0,25313,43.4,44,0
37192,11000,36,13.79,374.84,0,69996,0,-8,14.8,1,0,14,0,10619,47.8,34,0
37193,8000,36,12.84,268.95,0,42000,-1,0,14.2,0,0,6,0,8687,54.6,8,0
37194,20000,36,12.21,666.3,-3,85000,0,-5,3.04,0,4,8,0,13893,18.7,26,0
37195,8000,36,15.68,280.02,-3,80000,0,0,16.3,0,0,12,0,10702,59.8,14,0
37196,1600,36,7.68,49.91,0,23000,-2,-4,4.64,0,0,7,0,2753,9.3,9,0
37197,5000,36,9.63,160.48,0,95004,-2,-7,15.4,0,2,15,0,9347,41,39,0
37198,10000,36,8,313.37,0,84996,0,-8,1.06,0,0,15,0,2227,5.4,27,0
37199,8400,36,13.79,286.24,0,45000,-2,0,24.75,0,1,6,0,1924,91.6,10,1
37200,16000,36,11.89,530.63,-4,85000,-2,-5,2.61,0,2,7,0,29204,51.9,18,0
37201,11250,36,13.16,379.92,0,75000,-1,0,18.69,0,2,10,0,11197,81.7,31,0
37202,10000,36,11.89,331.64,0,53000,-2,-12,17.12,0,0,7,0,4435,59.1,14,0
37203,7500,36,12.53,251,0,40000,-1,-5,12.87,0,0,8,0,298,1,13,1
37204,8500,36,14.11,290.95,-3,54996,0,-6,1,0,0,6,0,3441,49.2,6,1
37205,14500,36,14.42,498.55,0,30000,-1,0,18.04,0,1,10,0,20392,94,22,0
37206,10000,36,9.32,319.47,0,55000,-1,-12,0.39,0,1,7,0,99,0.2,14,0
37207,12000,36,7.37,372.55,-3,50004,0,-3,10.1,0,0,14,0,56348,33.7,31,0
37208,13000,36,9.63,417.23,-3,42000,-1,-5,16.14,0,1,6,0,0,0,14,0
37209,6000,36,8,188.02,0,60000,0,-2,1.06,0,0,6,0,7161,16.4,9,0
37210,4800,36,15.37,167.27,0,15996,0,-8,9.98,0,1,9,0,1101,61.2,12,0
37211,13000,36,12.53,435.07,0,65004,0,0,17.11,0,0,14,0,13407,44.8,37,0
37212,5000,36,9.32,159.74,0,50000,0,-5,17.57,0,1,10,0,7170,67,22,0
37213,1500,36,14.74,51.81,0,38004,-2,-8,1.04,0,3,4,0,1781,59.4,9,1
37214,10500,36,11.89,348.23,-3,113000,-2,-7,6.02,0,0,10,0,13610,43.1,24,0
37215,12000,36,12.21,399.78,0,36000,0,-3,20.33,0,1,7,0,24029,70.3,18,0
37216,13200,36,13.47,447.78,0,40000,-1,0,12.72,0,2,4,0,9721,30.9,4,0
37217,10750,36,15.37,374.6,0,41000,-1,0,23.33,0,0,11,0,21765,78.9,26,0
37218,6000,36,8,188.02,-3,44500,0,0,6.44,0,1,12,0,5970,12.7,18,0
37219,8500,36,13.16,287.05,-3,75000,0,0,12.27,0,3,9,0,30532,53.7,17,1
37220,6500,36,13.79,221.5,-3,38004,-1,-8,23.37,1,0,11,0,12518,49.1,18,0
37221,6000,36,13.79,204.46,0,26500,0,0,5.34,1,3,6,0,5177,12.5,24,0
37222,16000,36,14.74,552.59,0,54396,0,0,9.13,0,1,14,0,17436,71.9,21,0
37223,25000,36,12.53,836.66,0,150000,-2,-6,2.86,0,1,8,0,14911,34,26,0
37224,4200,36,16,147.67,0,26000,0,-11,21.69,0,0,3,0,6154,99.3,4,0
37225,20000,36,14.11,684.58,0,84996,-2,-2,19.27,0,1,7,0,17811,79.2,40,0
37226,16000,36,16.63,567.52,-3,70000,-2,-5,0.26,0,3,5,0,438,4.6,11,0
37227,15000,36,16,527.36,0,62000,-1,0,7.88,0,1,7,0,15896,83.2,11,1
37228,8000,36,16,281.26,-4,38400,-1,-8,2.31,1,1,4,0,3292,58.8,6,0
37229,15000,36,12.21,499.73,-3,150000,-1,-2,17.84,0,1,9,0,0,0,13,0
37230,3600,36,12.21,119.94,0,30000,0,-11,0.6,0,2,5,0,90,1.8,32,0
37231,11000,36,15.05,381.61,0,35000,0,0,7.78,0,0,8,0,9778,77.6,13,0
37232,15000,36,12.84,504.27,-3,102000,0,0,12.46,0,2,9,0,2,0.1,27,0
37233,6500,36,9.32,207.66,0,31400,0,0,12.08,0,0,6,0,2530,63.2,14,1
37234,6000,36,11.89,198.99,0,38004,-1,0,22.58,0,3,18,0,17511,47.7,28,0
37235,2500,36,14.74,86.35,-2,17676,0,0,19.08,0,3,5,0,5002,32.1,6,0
37236,9000,36,11.89,298.48,0,85000,0,-7,8.84,0,0,9,1,5390,27.2,22,0
37237,5000,36,12.21,166.58,-3,74000,0,-5,17.56,0,2,16,0,13344,28.4,26,0
37238,7000,36,9.63,224.66,0,105000,-2,-7,3.19,0,1,4,0,8035,30,27,0
37239,5000,36,14.11,171.15,-2,25740,0,0,6.2,1,2,3,0,4852,57.8,6,0
37240,5500,36,12.53,184.07,0,27996,0,-12,22.72,0,1,7,0,3972,37.8,13,0
37241,15000,36,16.63,532.05,-4,46000,-2,0,7.93,0,1,11,0,14608,94.9,24,0
37242,9250,36,12.53,309.57,0,13000,0,-5,0.92,0,1,4,0,3498,47.9,9,1
37243,5000,36,13.16,168.86,0,58000,-1,0,0.12,0,0,3,0,5176,45.6,4,0
37244,10000,36,16.63,354.7,-3,85000,0,-5,15.61,0,3,8,0,66526,93.6,36,0
37245,10000,36,8,313.37,-3,111150,-2,-6,0.49,0,1,9,0,7195,6.3,20,0
37246,2600,36,12.53,87.02,0,16000,0,0,19.2,0,1,12,0,7155,38.3,21,0
37247,4900,36,14.11,167.73,-3,53000,0,0,3.22,0,2,12,0,4341,90.4,25,0
37248,5775,36,9.63,185.35,0,36900,-1,-1,7.15,0,0,5,0,9619,65.9,10,1
37249,24000,36,16.32,847.53,-3,79996,0,0,14.93,0,2,4,0,30564,78.6,14,0
37250,8500,36,14.42,292.26,-3,85000,-2,-6,6.11,0,1,8,0,7429,91.1,22,0
37251,10400,36,7.37,322.88,-2,48000,0,-3,12.07,0,1,6,0,21326,37.9,14,0
37252,12000,36,12.53,401.6,0,53004,0,0,16.26,0,2,16,0,7464,41.2,25,1
37253,12000,36,9.63,385.14,-3,210000,-2,0,13.14,0,2,15,0,56967,28.3,49,0
37254,15000,36,12.84,504.27,0,30000,-1,0,12.92,0,3,10,0,20105,33.4,19,0
37255,15000,36,12.84,504.27,-2,70000,-2,-5,0.26,0,2,10,0,186,0.7,17,0
37256,12000,36,13.16,405.25,0,43000,0,-7,7.14,0,2,7,0,7879,29,9,0
37257,5000,36,11.89,165.82,0,48000,0,-4,18.13,0,2,8,0,15155,42.3,15,0
37258,5550,36,15.37,193.4,-3,45300,0,-4,8.26,0,3,14,1,260,3.3,32,0
37259,18000,36,12.84,605.13,0,55000,-2,-2,7.29,0,5,10,0,16955,22.8,37,0
37260,11850,36,14.11,405.62,0,48500,-1,0,20.96,0,3,11,0,15677,49.9,21,0
37261,12000,36,14.42,412.6,-3,37000,0,0,7.91,0,1,8,0,8748,85.8,15,1
37262,6000,36,8,188.02,0,23198,0,-3,8.95,0,0,18,0,1112,25.3,21,0
37263,17000,36,13.16,574.1,-3,51996,0,0,16.87,0,0,11,0,13429,61,33,1
37264,22000,36,16.63,780.34,-3,66000,-2,-7,14.96,0,0,12,0,27302,34.8,28,0
37265,7500,36,13.79,255.57,0,32000,-1,-5,9.86,1,2,16,0,1805,10.1,26,0
37266,10000,36,15.68,350.02,-3,57000,-2,-6,7.62,0,2,6,0,1815,34.2,12,1
37267,6000,36,9.63,192.57,0,44000,-2,0,4.99,0,0,18,0,11741,14.6,30,0
37268,2400,36,14.42,82.52,-2,25000,0,-3,12.38,0,3,10,0,5285,60.1,11,0
37269,13750,36,13.79,468.54,0,33000,-2,0,20.36,0,0,6,0,19812,66.7,9,0
37270,20000,36,12.53,669.33,-3,90000,0,-5,0.68,0,1,4,0,3719,15.2,16,0
37271,25000,36,12.53,836.66,-3,85000,-2,-13,16.24,0,1,19,0,93559,22.1,36,0
37272,12000,36,9.63,385.14,-2,60000,0,-5,6.76,0,3,9,0,1977,3.3,17,0
37273,4000,36,13.47,135.7,0,20000,-1,-10,15.06,1,2,5,0,1067,19.4,6,0
37274,10000,36,13.79,340.76,-3,47000,-1,-8,23.69,1,0,7,1,1400,77.8,27,0
37275,2400,36,13.16,81.05,0,77700,0,-13,19.1,0,2,21,1,5396,23.1,36,0
37276,10000,36,11.89,331.64,0,54480,0,0,21.54,0,0,12,1,11628,40.4,21,0
37277,3000,36,8,94.01,0,43500,0,-12,5.49,0,2,8,0,2786,39.2,13,0
37278,7200,36,7.68,224.58,0,85000,-1,-4,16.72,0,2,8,0,3712,38.3,27,0
37279,10000,36,12.84,336.18,0,28000,0,0,10.89,0,1,6,0,9020,56.7,8,0
37280,10000,36,13.47,339.23,0,75000,-1,0,8.54,0,5,11,0,24485,26.3,24,0
37281,12000,36,9.32,383.37,-3,143150,-1,-6,4.69,0,0,14,0,4384,5,34,0
37282,14100,36,8,441.84,-3,63000,-2,0,10.82,0,1,11,0,10513,32,20,0
37283,16800,36,7.37,521.57,0,78000,-1,-3,1.15,0,2,8,0,800,2.3,10,0
37284,10000,36,13.16,337.71,0,33500,-1,-5,17.37,0,0,4,0,26,0.6,4,0
37285,5000,36,9.63,160.48,-3,45204,-1,-8,11.12,0,1,14,0,4637,12.6,25,0
37286,10000,36,12.21,333.15,0,56500,-1,-8,19.2,0,2,8,0,2435,13.8,10,0
37287,10000,36,14.11,342.29,0,85000,-1,0,3.92,2,1,16,0,3520,22.1,22,0
37288,11000,36,9.32,351.42,0,65867.36,-1,-7,19.15,0,2,11,0,4148,14.3,23,0
37289,5000,36,13.16,168.86,0,142000,-2,-6,23.26,0,2,18,1,71053,83.4,31,0
37290,12000,36,16,421.89,-3,36000,-2,-6,0.33,1,0,7,1,12683,34.8,19,0
37291,8500,36,7.37,263.89,0,28800,-1,-3,19.83,0,2,14,0,9321,27.2,15,0
37292,1000,36,7.68,31.2,-3,91000,0,-8,9.77,0,2,10,0,21003,45.5,22,0
37293,1400,36,12.53,46.86,-3,66500,0,-8,14.29,0,2,13,0,13999,58.1,40,0
37294,9250,36,13.16,312.38,-2,52000,-1,-7,21.9,0,0,9,0,9190,86.7,23,0
37295,10000,36,13.79,340.76,-3,40000,0,0,21.66,0,0,16,0,11998,48.2,23,0
37296,7000,36,14.74,241.76,-2,35482.2,-1,0,17.28,0,0,10,0,6547,56.9,34,0
37297,14000,36,15.68,490.03,-3,55000,0,0,18.92,0,0,10,0,20619,59.4,20,0
37298,10000,36,13.79,340.76,0,65000,-1,0,18.2,0,0,15,0,13875,37.2,21,0
37299,8500,36,8,266.36,-3,83000,0,-6,6.75,0,0,10,0,7439,6.5,33,0
37300,4000,36,8,125.35,0,48000,-2,-1,2.77,0,0,7,0,703,2.3,38,0
37301,17000,36,9.63,545.61,0,89004,-2,0,14.71,0,0,7,0,10359,21.1,21,0
37302,15000,36,16.95,534.41,0,47000,-2,-5,0.38,0,0,4,0,5330,82,4,0
37303,20500,36,13.16,692.29,0,70000,-1,0,20.06,0,1,10,0,20450,60,32,0
37304,5400,36,12.84,181.54,-3,29996,0,-6,1.72,0,3,6,0,586,3.6,15,0
37305,10000,36,11.89,331.64,0,45000,-1,0,21.95,0,1,7,0,5811,32.1,14,0
37306,12000,36,12.53,401.6,0,88000,-1,0,11.15,0,2,7,0,29755,77.9,13,0
37307,8000,36,14.74,276.3,0,101000,-1,0,6.42,2,0,7,0,17588,47.8,16,0
37308,3500,36,11.89,116.08,0,30000,0,-7,11.68,0,0,5,0,4621,45.8,20,0
37309,11000,36,15.68,385.02,-3,50004,-1,-6,13.94,0,0,9,0,11929,48.7,18,0
37310,10000,36,9.63,320.95,-3,102000,0,0,2.47,0,0,8,0,11616,21.8,23,0
37311,3500,36,16,123.06,-2,35000,0,-1,23.45,0,0,4,0,5369,89.5,27,0
37312,18000,36,16,632.84,0,70000,-1,-11,8.66,0,2,6,0,12584,81.1,14,0
37313,11100,36,9.63,356.25,-2,25000,-2,-5,17.71,0,0,6,0,6872,25.7,9,0
37314,9250,36,13.79,315.2,-3,49500,-2,-7,15.85,0,1,8,0,6012,74.2,11,0
37315,12800,36,14.11,438.13,0,90600,0,0,20.33,0,3,8,0,32785,91.8,33,0
37316,16000,36,12.21,533.04,-3,86000,-2,0,10.74,0,1,14,0,39622,47.3,29,0
37317,8000,36,13.79,272.61,0,75000,-1,-7,12.78,0,1,8,0,9287,61.9,37,0
37318,6000,36,9.32,191.69,0,41000,0,0,10.77,0,1,10,0,1763,17.8,22,0
37319,6400,36,13.16,216.13,0,56000,0,-1,12.45,0,1,7,0,3981,62.2,13,0
37320,9100,36,10.95,297.7,-3,81204,-2,-3,0.15,1,0,8,0,517,8.9,17,0
37321,7000,36,9.32,223.63,0,72000,-1,-12,18.5,0,0,11,0,41059,51,22,0
37322,6850,36,13.47,232.37,-3,100000,-2,-6,11.62,0,0,11,0,10867,51.1,23,0
37323,6000,36,9.32,191.69,-3,45000,0,-8,1.33,0,1,5,0,2420,26.9,38,0
37324,1200,36,12.21,39.98,0,31200,0,-13,4.54,0,0,6,0,2317,27.3,17,0
37325,11100,36,12.21,369.8,0,32244,-2,0,23.71,0,0,9,0,14339,58.1,18,0
37326,8700,36,13.47,295.13,-3,70236,0,-7,20.43,0,3,5,0,19450,92.6,52,0
37327,6500,36,8,203.69,0,92000,-1,0,6.59,0,0,6,0,713,3.9,28,0
37328,8000,36,9.63,256.76,-2,42000,0,-2,9.03,0,3,8,0,14894,48.1,19,0
37329,10000,36,14.11,342.29,0,67000,-2,0,6.86,0,1,6,0,9583,77.3,12,0
37330,7000,36,9.63,224.66,-2,24000,0,0,7.85,0,2,7,0,13197,22,11,0
37331,2000,36,7.37,62.1,-3,65000,0,-6,2.38,0,0,9,0,3630,10.1,21,0
37332,9600,36,14.74,331.56,-3,55004,0,0,20.88,0,2,14,0,19226,93.1,22,0
37333,11750,36,13.47,398.6,0,98000,-1,0,16.4,0,0,10,0,30993,71.2,14,0
37334,6000,36,8,188.02,-3,92004,0,0,5.07,0,0,11,0,21365,39.4,61,1
37335,15250,36,15.05,529.05,-3,45500,-2,0,11.76,0,2,9,0,10244,43.2,17,0
37336,15000,36,15.05,520.37,0,42000,0,-7,15.43,0,2,22,0,21980,51.5,32,0
37337,1400,36,15.37,48.79,-3,36000,0,-5,5.07,0,2,3,0,0,0,6,0
37338,8000,36,10.95,261.71,0,39996,0,-3,22.98,0,1,21,0,25336,48.5,43,1
37339,6000,36,12.84,201.71,-2,42000,0,-8,15.29,1,0,8,0,5826,31.5,16,0
37340,5500,36,8,172.35,-3,57000,0,0,18.76,0,3,10,0,40383,63,20,0
37341,3600,36,7.68,112.29,0,30500,-1,-4,10.54,0,0,7,0,1859,11.4,10,0
37342,5000,36,15.37,174.24,-2,37440,-1,0,22.92,1,1,10,0,7566,47.3,20,0
37343,15000,36,13.47,508.84,0,53500,-2,0,14.06,3,1,15,0,7701,30.3,33,0
37344,10000,36,12.21,333.15,-3,67000,-1,-6,11.77,0,1,5,0,220,4,39,0
37345,14400,36,13.47,488.49,0,62000,-2,-7,10.35,0,0,12,0,17499,60,17,0
37346,12000,36,13.79,408.91,-2,49008,-1,0,11.7,0,2,10,0,17386,84.4,18,0
37347,6000,36,14.74,207.23,-3,100824,-2,0,4.96,0,2,5,0,3402,47.9,31,0
37348,4500,36,15.05,156.12,0,33000,-1,-3,11.78,1,1,9,0,6063,49.3,31,0
37349,8000,36,13.79,272.61,-3,60000,-1,-5,10.54,0,0,12,0,12927,33.1,25,0
37350,1000,36,8,31.34,-3,68000,-2,-6,9.21,0,0,11,0,4434,16.9,31,0
37351,1500,36,14.74,51.81,0,39500,0,0,20.35,0,0,5,0,7616,44.8,10,0
37352,12000,36,17.26,429.41,0,70802,0,0,2.71,0,2,5,0,3505,33.4,31,0
37353,6000,36,13.47,203.54,-2,40000,0,-5,4.62,0,0,6,1,7110,58.3,13,0
37354,10000,36,12.21,333.15,0,50004,-2,0,3,0,0,17,0,6063,19.6,42,0
37355,15000,36,14.42,515.74,0,90000,-2,0,8.21,0,2,5,0,5226,48.8,13,0
37356,10000,36,9.63,320.95,-3,60000,-1,0,9.44,0,1,5,0,23186,61.5,14,1
37357,9000,36,12.53,301.2,0,40000,0,-3,0.9,0,0,4,0,114,2.8,12,0
37358,5500,36,7.68,171.55,0,70000,-1,-7,10.32,0,0,7,0,7537,17.9,10,0
37359,3500,36,9.32,111.82,-3,87000,-1,-8,13.5,0,3,9,0,18695,53.7,31,0
37360,10000,36,9.63,320.95,0,30000,-1,0,15.88,0,0,8,0,4532,33.6,10,1
37361,12000,36,14.74,414.45,0,54000,-1,0,4.62,1,0,3,0,7956,48.5,16,0
37362,9000,36,13.47,305.31,-3,35100,0,-6,21.91,0,7,10,0,615,6.1,17,0
37363,20000,36,13.79,681.51,0,72000,-1,0,20.1,0,0,16,0,27316,45.2,26,0
37364,12000,36,13.47,407.08,0,50004,-1,0,13.7,0,0,10,0,11442,52,15,0
37365,10000,36,14.11,342.29,0,72500,-2,-6,24.7,0,0,10,0,45383,79.6,21,0
37366,6000,36,12.21,199.89,-3,35000,-1,-9,15.22,1,0,5,0,6881,27.3,29,0
37367,7000,36,8,219.36,-3,96713.32,0,-4,11.79,0,0,9,0,1254,3.8,16,0
37368,9000,36,14.11,308.06,0,52000,-1,0,24.92,0,0,8,0,28336,86.9,11,0
